lat,lng,timestamp,hour,complaint_count,severity,is_forest,is_residential,road_type,distance_to_police_raw,distance_to_hotspot_raw,datetime,hour_sin,hour_cos,is_night,complaint_count_500m,recent_complaints_weighted,complaint_severity_avg,night_complaint_ratio,distance_to_police,distance_to_hotspot,cluster_risk_score,risk_score_raw,risk_level
26.82363776,80.88800425,1774081658,8,20,3,1,1,1,7.042834564,6.39633613,2026-03-21 08:27:38,0.8660254037844387,-0.4999999999999998,0,20,20.0,3,0.0,7.042834564,6.39633613,0.0,23,2
26.83292242,80.86878361,1775586578,18,12,3,1,1,3,7.80917713,6.270037889,2026-04-07 18:29:38,-1.0,-1.8369701987210297e-16,0,12,12.0,3,0.0,7.80917713,6.270037889,0.0,15,2
26.87113815,80.87421862,1775168558,22,10,1,0,1,3,3.651306885,3.026072703,2026-04-02 22:22:38,-0.5000000000000004,0.8660254037844384,1,10,15.0,1,0.9090909090909091,3.651306885,3.026072703,3.947854594,11,2
26.78034136,80.9709939,1775445638,3,1,3,1,0,2,4.40349152,2.400199123,2026-04-06 03:20:38,0.7071067811865475,0.7071067811865476,1,1,1.5,3,0.5,4.40349152,2.400199123,5.199601754,4,1
26.89004845,80.96162262,1774054598,0,5,1,1,1,0,4.109169767,4.628797682,2026-03-21 00:56:38,0.0,1.0,1,5,7.5,1,0.8333333333333334,4.109169767,4.628797682,0.7424046359999998,6,1
26.84264839,81.03200374,1775213798,10,9,1,1,1,3,7.327188257,7.465337036,2026-04-03 10:56:38,0.49999999999999994,-0.8660254037844387,0,9,9.0,1,0.0,7.327188257,7.465337036,0.0,10,2
26.82655381,80.96276019,1775025638,6,1,1,1,1,3,1.083983621,2.96298524,2026-04-01 06:40:38,1.0,6.123233995736766e-17,0,1,1.0,1,0.0,1.083983621,2.96298524,4.07402952,2,0
26.87147953,81.0054152,1775932778,18,13,3,0,1,3,6.935838191,6.59700071,2026-04-11 18:39:38,-1.0,-1.8369701987210297e-16,0,13,13.0,3,0.0,6.935838191,6.59700071,0.0,16,2
26.84315796,80.97653467,1776058358,5,18,1,0,1,2,2.670912232,3.041688683,2026-04-13 05:32:38,0.9659258262890683,0.25881904510252074,1,18,27.0,1,0.9473684210526315,2.670912232,3.041688683,3.9166226340000003,19,2
26.8408367,80.97337018,1774758998,4,6,3,0,1,0,2.342930934,2.78636825,2026-03-29 04:36:38,0.8660254037844386,0.5000000000000001,1,6,9.0,3,0.8571428571428571,2.342930934,2.78636825,4.4272635,9,2
26.75514976,80.88169239,1775488358,15,5,2,0,0,3,12.16136,11.99412964,2026-04-06 15:12:38,-0.7071067811865471,-0.7071067811865479,0,5,5.0,2,0.0,12.16136,11.99412964,0.0,7,2
26.7931051,80.88495065,1775166218,21,3,3,0,0,0,9.616315622,9.592640135,2026-04-02 21:43:38,-0.7071067811865477,0.7071067811865474,1,3,4.5,3,0.75,9.616315622,9.592640135,0.0,6,1
26.92818744,80.89750249,1775625998,5,4,3,1,1,0,3.237737365,5.355985194,2026-04-08 05:26:38,0.9659258262890683,0.25881904510252074,1,4,6.0,3,0.8,3.237737365,5.355985194,0.0,7,2
26.81218265,80.93637456,1774760198,4,18,1,0,0,0,3.831962434,4.461874914,2026-03-29 04:56:38,0.8660254037844386,0.5000000000000001,1,18,27.0,1,0.9473684210526315,3.831962434,4.461874914,1.076250172,19,2
26.85115396,81.04787077,1774785878,12,6,1,0,0,1,9.309734778,9.433804421,2026-03-29 12:04:38,1.2246467991473532e-16,-1.0,0,6,6.0,1,0.0,9.309734778,9.433804421,0.0,7,2
26.76888911,80.97562991,1774520618,10,20,3,1,0,2,5.707622443,3.487211128,2026-03-26 10:23:38,0.49999999999999994,-0.8660254037844387,0,20,20.0,3,0.0,5.707622443,3.487211128,3.0255777439999996,23,2
26.90858254,80.93636041,1774512278,8,8,2,1,1,2,5.233443571,5.133723646,2026-03-26 08:04:38,0.8660254037844387,-0.4999999999999998,0,8,8.0,2,0.0,5.233443571,5.133723646,0.0,10,2
26.94636806,80.85177024,1774513718,8,16,2,1,0,3,6.670639372,9.106620706,2026-03-26 08:28:38,0.8660254037844387,-0.4999999999999998,0,16,16.0,2,0.0,6.670639372,9.106620706,0.0,18,2
26.8509513,80.93721272,1775631998,7,14,3,0,0,2,1.050976987,1.423310958,2026-04-08 07:06:38,0.9659258262890683,-0.25881904510252063,0,14,14.0,3,0.0,1.050976987,1.423310958,7.153378084,17,2
26.83821056,80.99969204,1775180858,1,15,2,1,1,3,3.86630923,4.771480542,2026-04-03 01:47:38,0.25881904510252074,0.9659258262890683,1,15,22.5,2,0.9375,3.86630923,4.771480542,0.45703891600000013,17,2
26.94200018,80.99043516,1775665298,16,2,1,0,1,0,10.68586778,11.15482954,2026-04-08 16:21:38,-0.8660254037844384,-0.5000000000000004,0,2,2.0,1,0.0,10.68586778,11.15482954,0.0,3,1
26.82747984,80.88567707,1775916698,14,10,1,1,0,2,7.027748092,6.042635738,2026-04-11 14:11:38,-0.4999999999999997,-0.8660254037844388,0,10,10.0,1,0.0,7.027748092,6.042635738,0.0,11,2
26.89736269,80.93566196,1775367518,5,18,2,1,1,1,4.175118666,4.402711464,2026-04-05 05:38:38,0.9659258262890683,0.25881904510252074,1,18,27.0,2,0.9473684210526315,4.175118666,4.402711464,1.1945770719999995,20,2
26.89136934,80.89619164,1775099498,3,19,1,0,1,3,1.179030557,1.330914897,2026-04-02 03:11:38,0.7071067811865475,0.7071067811865476,1,19,28.5,1,0.95,1.179030557,1.330914897,7.338170206,20,2
26.94390666,80.85074822,1775175938,0,1,1,0,1,2,6.537228272,8.955849234,2026-04-03 00:25:38,0.0,1.0,1,1,1.5,1,0.5,6.537228272,8.955849234,0.0,2,0
26.84830614,80.98394481,1774676378,5,16,1,0,1,0,3.502564576,3.772562014,2026-03-28 05:39:38,0.9659258262890683,0.25881904510252074,1,16,24.0,1,0.9411764705882353,3.502564576,3.772562014,2.454875972,17,2
26.76125658,80.96265694,1775650358,12,10,1,0,0,3,6.571265879,4.711730575,2026-04-08 12:12:38,1.2246467991473532e-16,-1.0,0,10,10.0,1,0.0,6.571265879,4.711730575,0.5765388500000004,11,2
26.92865567,81.03170865,1775943458,21,14,3,1,0,2,12.71620074,12.58909237,2026-04-11 21:37:38,-0.7071067811865477,0.7071067811865474,1,14,21.0,3,0.9333333333333333,12.71620074,12.58909237,0.0,17,2
26.84286076,80.93560441,1776104618,18,1,3,1,0,1,1.964025231,1.783621229,2026-04-13 18:23:38,-1.0,-1.8369701987210297e-16,0,1,1.0,3,0.0,1.964025231,1.783621229,6.432757542,4,1
26.8877216,80.86318612,1774977758,17,15,3,1,1,3,3.273547165,4.175260497,2026-03-31 17:22:38,-0.9659258262890683,-0.25881904510252063,0,15,15.0,3,0.0,3.273547165,4.175260497,1.649479006,18,2
26.91012825,81.01116063,1774671698,4,19,1,0,0,2,9.661895922,9.520169939,2026-03-28 04:21:38,0.8660254037844386,0.5000000000000001,1,19,28.5,1,0.95,9.661895922,9.520169939,0.0,20,2
26.8752635,80.90986254,1774035398,19,4,3,1,1,2,3.521368966,1.214444468,2026-03-20 19:36:38,-0.9659258262890684,0.2588190451025203,0,4,4.0,3,0.0,3.521368966,1.214444468,7.571111064,7,2
26.76539806,80.92442346,1775778518,23,19,2,0,0,1,7.894740133,7.266937166,2026-04-09 23:48:38,-0.25881904510252157,0.9659258262890681,1,19,28.5,2,0.95,7.894740133,7.266937166,0.0,21,2
26.87962548,80.92814713,1774352018,11,20,1,0,0,0,2.544903347,3.124607789,2026-03-24 11:33:38,0.258819045102521,-0.9659258262890682,0,20,20.0,1,0.0,2.544903347,3.124607789,3.7507844219999997,21,2
26.79919159,80.96765907,1775621858,4,10,2,1,1,3,2.324304106,1.37277928,2026-04-08 04:17:38,0.8660254037844386,0.5000000000000001,1,10,15.0,2,0.9090909090909091,2.324304106,1.37277928,7.25444144,12,2
26.85186796,80.9234258,1775157698,19,2,3,0,0,1,2.04924765,2.957014262,2026-04-02 19:21:38,-0.9659258262890684,0.2588190451025203,0,2,2.0,3,0.0,2.04924765,2.957014262,4.085971476,5,1
26.88331971,80.92867543,1775054498,14,6,2,0,0,2,2.877565924,3.204230888,2026-04-01 14:41:38,-0.4999999999999997,-0.8660254037844388,0,6,6.0,2,0.0,2.877565924,3.204230888,3.591538224,8,2
26.92450629,80.87539369,1775771198,21,18,3,1,1,1,3.166716609,5.644958969,2026-04-09 21:46:38,-0.7071067811865477,0.7071067811865474,1,18,27.0,3,0.9473684210526315,3.166716609,5.644958969,0.0,21,2
26.897751,80.97665409,1773749798,12,7,3,0,0,3,5.84060426,6.070186012,2026-03-17 12:16:38,1.2246467991473532e-16,-1.0,0,7,7.0,3,0.0,5.84060426,6.070186012,0.0,10,2
26.81749559,80.98441123,1775321798,16,2,3,1,1,0,1.623621291,2.002787508,2026-04-04 16:56:38,-0.8660254037844384,-0.5000000000000004,0,2,2.0,3,0.0,1.623621291,2.002787508,5.994424984,5,1
26.78494941,80.89509138,1774869458,11,18,3,0,0,3,9.180072061,9.449050599,2026-03-30 11:17:38,0.258819045102521,-0.9659258262890682,0,18,18.0,3,0.0,9.180072061,9.449050599,0.0,21,2
26.90546585,81.0466185,1774511618,7,15,1,0,1,1,12.74075298,12.3662148,2026-03-26 07:53:38,0.9659258262890683,-0.25881904510252063,0,15,15.0,1,0.0,12.74075298,12.3662148,0.0,16,2
26.77646924,80.97948299,1773974378,2,6,1,1,0,2,4.945239166,2.61254507,2026-03-20 02:39:38,0.49999999999999994,0.8660254037844387,1,6,9.0,1,0.8571428571428571,4.945239166,2.61254507,4.77490986,7,2
26.84540287,80.96053162,1774501658,5,15,3,1,0,1,2.796282733,1.275527622,2026-03-26 05:07:38,0.9659258262890683,0.25881904510252074,1,15,22.5,3,0.9375,2.796282733,1.275527622,7.4489447559999995,18,2
26.84227559,80.98202229,1775393918,12,2,1,1,0,2,2.809719262,3.656423899,2026-04-05 12:58:38,1.2246467991473532e-16,-1.0,0,2,2.0,1,0.0,2.809719262,3.656423899,2.687152202,3,1
26.79459278,80.88281401,1774058738,2,19,2,0,0,3,9.643812875,9.666511911,2026-03-21 02:05:38,0.49999999999999994,0.8660254037844387,1,19,28.5,2,0.95,9.643812875,9.666511911,0.0,21,2
26.82453179,80.92256352,1773992378,7,16,2,0,0,0,4.386993403,4.155301624,2026-03-20 07:39:38,0.9659258262890683,-0.25881904510252063,0,16,16.0,2,0.0,4.386993403,4.155301624,1.6893967520000004,18,2
26.79904653,81.02020475,1773863978,19,19,1,1,1,1,6.038608995,4.463982212,2026-03-18 19:59:38,-0.9659258262890684,0.2588190451025203,0,19,19.0,1,0.0,6.038608995,4.463982212,1.0720355759999993,20,2
26.91729539,80.87016593,1775083358,22,16,3,0,0,2,2.921052544,5.301360064,2026-04-01 22:42:38,-0.5000000000000004,0.8660254037844384,1,16,24.0,3,0.9411764705882353,2.921052544,5.301360064,0.0,19,2
26.77585413,80.98970447,1773938678,16,19,3,1,1,1,5.366163077,2.888560082,2026-03-19 16:44:38,-0.8660254037844384,-0.5000000000000004,0,19,19.0,3,0.0,5.366163077,2.888560082,4.222879836,22,2
26.92306325,80.90489661,1775032718,8,13,3,1,1,0,3.047596716,4.810822396,2026-04-01 08:38:38,0.8660254037844387,-0.4999999999999998,0,13,13.0,3,0.0,3.047596716,4.810822396,0.37835520800000033,16,2
26.88379853,81.00662445,1774716938,16,19,3,1,1,3,7.852955364,7.319832334,2026-03-28 16:55:38,-0.8660254037844384,-0.5000000000000004,0,19,19.0,3,0.0,7.852955364,7.319832334,0.0,22,2
26.78384753,81.00556945,1774189538,14,10,1,0,1,0,5.629557472,3.357083307,2026-03-22 14:25:38,-0.4999999999999997,-0.8660254037844388,0,10,10.0,1,0.0,5.629557472,3.357083307,3.285833386,11,2
26.79692708,80.92785456,1775495198,17,17,3,1,0,0,5.333313181,5.798185022,2026-04-06 17:06:38,-0.9659258262890683,-0.25881904510252063,0,17,17.0,3,0.0,5.333313181,5.798185022,0.0,20,2
26.88659723,80.87775967,1773956798,21,14,3,0,1,1,2.014764763,2.574998594,2026-03-19 21:46:38,-0.7071067811865477,0.7071067811865474,1,14,21.0,3,0.9333333333333333,2.014764763,2.574998594,4.850002812,17,2
26.76982862,81.04255849,1774834418,1,4,2,1,1,1,9.791874551,7.709408694,2026-03-30 01:33:38,0.25881904510252074,0.9659258262890683,1,4,6.0,2,0.8,9.791874551,7.709408694,0.0,6,1
